date_time_respond,age,nationality,country workplace,working abroad,continent,gender,marital status,qualification,institution,years of service,professional position,proportion coauthored,benefits_qualityofpaper,benefits_increaseinpublication,benefits_divisionlabour,benefits_mutualgain_expertise,benefits_knowcolleague,benefits_junior,benefits_mentorbysenior,benefits_international,benefits_sharing_researchcosts,benefits_multidisciplinary,benefits_largeinternational_crosscountry,benefits_furthernetworks,relationship_mentor_writepaper,relationship_mentor_collectdata,relationship_mentor_analyzing,relationship_mentor_designing,relationship_mentor_revising,relationship_mentor_reviewing,relationship_mentor_originalidea,relationship_colleague_writepaper,relationship_colleague_collectdata,relationship_colleague_analyzing,relationship_colleague_designing,relationship_colleague_revising,relationship_colleague_reviewing,relationship_colleague_originalidea,authororder_significantcontribution,authororder_alphabet_equalcontribution,authororder_alphabet_nosignificant,preference_nationality,preference_gender,preference_ethnicity,preference_higherrank,preference_equalacademicrank,preference_juniors,preference_department,preference_friends
11/08/2015 04:02,35 - 45,Austria,Austria,No,Europe,Male,Single,Masters,Research Institute,More than 10 years,Researcher/Scientist,Almost all papers,3,4,4,2,3,3,3,1,1,2,2,3,Very Important,Important,Important,Very Important,Very Important,Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Important,Very Important,In very few of my papers,In almost all my papers,In none of my papers,Sometimes,Never,Never,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time
11/08/2015 04:09,46 - 55,Canada,Canada,No,North America,Female,Married,Masters,University,More than 10 years,Assistant Professor,Almost all papers,3,2,2,3,2,3,3,2,1,2,2,2,Very Important,Slightly Important,Very Important,Important,Very Important,Important,Slightly Important,Very Important,Slightly Important,Important,Important,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Sometimes,Never,Never,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes
11/08/2015 05:11,35 - 45,USA,USA,No,North America,Male,Married,Masters,University,6 - 10 years,Associate Professor,Almost all papers,4,4,4,4,2,4,2,2,1,2,2,2,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In very few of my papers,In almost all my papers,Never,Never,Never,Never,Never,Most of the time,Sometimes,Sometimes
11/08/2015 05:25,35 - 45,Germany,USA,Yes,North America,Male,Married,Masters,Other,6 - 10 years,Economist (not holding academic position ),About two-third,3,4,3,3,2,2,4,2,1,1,1,2,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Never,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes
11/08/2015 09:13,46 - 55,Peru,USA,Yes,North America,Male,Married,Masters,Other,More than 10 years,Economist (not holding academic position ),About two-third,3,2,3,2,2,2,1,1,1,2,2,2,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Sometimes
11/08/2015 13:33,56 and above,India,India,No,Asia,Male,Married,Masters,University,More than 10 years,Professor,Very few,3,3,3,3,1,1,1,3,1,1,2,2,Not Important,Important,Important,Not Important,Not Important,Not Important,Not Important,Not Important,Important,Important,Not Important,Not Important,Not Important,Not Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/08/2015 14:49,46 - 55,Italy,Italy,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,3,1,2,3,3,1,1,3,1,3,3,2,Important,Slightly Important,Very Important,Very Important,Not Important,Slightly Important,Very Important,Important,Slightly Important,Important,Important,Very Important,Slightly Important,Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/08/2015 15:09,35 - 45,Italy,Italy,No,Europe,Female,Married,Masters,University,6 - 10 years,Associate Professor,Almost all papers,4,1,2,4,3,3,4,3,3,4,4,3,Very Important,Slightly Important,Important,Very Important,Important,Slightly Important,Important,Very Important,Important,Important,Very Important,Important,Slightly Important,Very Important,In very few of my papers,In almost all my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes
11/08/2015 15:37,56 and above,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,About two-third,4,1,2,4,1,4,1,1,1,3,1,1,Very Important,Not Important,Very Important,Very Important,Very Important,Slightly Important,Very Important,Very Important,Important,Very Important,Very Important,Slightly Important,Very Important,Very Important,In very few of my papers,In about two-third of my papers,In about one-third of my papers,Never,Never,Never,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time
11/08/2015 15:49,less than 35,Czech Republic,Czech Republic,No,Europe,Male,Single,Masters,University,Less than 1 year,Senior Lecturer,All papers,4,4,4,3,2,3,4,1,1,2,1,2,Slightly Important,Slightly Important,Important,Very Important,Very Important,Slightly Important,Important,Slightly Important,Very Important,Very Important,Important,Very Important,Slightly Important,Important,In all my papers,In none of my papers,In none of my papers,Always,Never,Never,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes
11/08/2015 16:09,46 - 55,USA,Canada,Yes,North America,Female,Single,Masters,University,More than 10 years,Professor,About two-third,4,2,3,4,4,4,4,4,4,3,2,3,Very Important,Important,Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Never,Never,Never,Sometimes,Never,Never
11/08/2015 16:10,less than 35,France,Australia,Yes,Oceania,Male,Single,Masters,University,1 - 5 years,,All papers,4,4,4,4,1,1,4,2,1,1,1,2,Very Important,Not Important,Not Important,Important,Very Important,Slightly Important,Very Important,Very Important,Important,Important,Important,Slightly Important,Slightly Important,Very Important,In about two-third of my papers,In very few of my papers,In none of my papers,Never,Never,Never,Most of the time,Never,Never,Most of the time,Never
11/08/2015 16:18,less than 35,Bulgaria,Bulgaria,No,Europe,Male,Single,Masters,University,1 - 5 years,Assistant Professor,None. All have been solo written,4,4,4,4,3,3,4,3,1,1,1,2,Very Important,Not Important,Not Important,Not Important,Very Important,Very Important,Very Important,Very Important,Not Important,Not Important,Not Important,Very Important,Not Important,Very Important,In all my papers,In none of my papers,In none of my papers,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/08/2015 16:37,less than 35,USA,United Kingdom,Yes,Europe,Female,Single,Masters,University,Less than 1 year,Post Doc,Very few,2,4,4,4,3,3,3,2,1,2,1,3,Slightly Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Slightly Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,Slightly Important,Slightly Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Most of the time,Never,Never,Most of the time,Most of the time
11/08/2015 16:43,56 and above,Russia,Russia,No,Asia,Male,Married,Masters,Research Institute,6 - 10 years,Professor,Very few,4,1,2,2,1,1,1,4,1,2,2,2,Very Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,Slightly Important,Very Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,Slightly Important,In very few of my papers,In very few of my papers,In all my papers,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes
11/08/2015 16:46,35 - 45,Vietnam,Vietnam,No,Asia,Male,Married,Masters,University,More than 10 years,Senior Lecturer,About one-third,3,4,3,3,3,3,3,2,2,3,3,3,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In about half of my papers,In about two-third of my papers,In about half of my papers,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes
11/08/2015 16:51,less than 35,Canada,Canada,No,North America,Male,Married,Masters,University,1 - 5 years,Lecturer,Very few,2,4,2,3,2,3,4,2,3,3,2,3,Important,Slightly Important,Very Important,Very Important,Important,Important,Very Important,Important,Slightly Important,Very Important,Very Important,Important,Important,Very Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Most of the time,Most of the time,Never
11/08/2015 17:03,46 - 55,Denmark,Estonia,Yes,Europe,Male,Single,Masters,University,6 - 10 years,Professor,About half,3,1,2,4,2,4,2,4,1,1,2,4,Very Important,Slightly Important,Important,Very Important,Very Important,Slightly Important,Very Important,Important,Slightly Important,Slightly Important,Very Important,Very Important,Important,Very Important,In none of my papers,In all my papers,In all my papers,Never,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes
11/08/2015 17:05,35 - 45,Germany,Germany,No,Europe,Female,Single,Masters,Research Institute,1 - 5 years,,Almost all papers,3,1,1,3,3,3,3,3,3,3,3,3,Important,Slightly Important,Important,Important,Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In very few of my papers,In very few of my papers,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/08/2015 17:22,35 - 45,Denmark,Denmark,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,3,3,3,2,3,3,4,1,1,2,3,Very Important,Not Important,Important,Slightly Important,Very Important,Important,Important,Very Important,Slightly Important,Important,Important,Very Important,Important,Important,In none of my papers,In all my papers,In all my papers,Never,Never,Never,Most of the time,Most of the time,Sometimes,Most of the time,Never
11/08/2015 17:38,46 - 55,United Kingdom,United Kingdom,No,Europe,Male,Single,PhD,University,6 - 10 years,Professor,About half,3,2,2,3,2,3,1,4,1,1,2,3,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Most of the time,Sometimes,Most of the time
11/08/2015 17:44,46 - 55,South Korea,South Korea,No,Asia,Female,Single,Masters,University,More than 10 years,Professor,About two-third,4,4,4,3,1,4,4,1,2,3,2,1,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In about two-third of my papers,In about half of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Sometimes
11/08/2015 17:50,less than 35,Poland,Poland,No,Europe,Male,Married,Masters,University,1 - 5 years,Assistant Professor,About half,4,2,3,3,2,3,3,4,1,2,2,2,Important,Important,Important,Important,Important,Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,In all my papers,In none of my papers,In none of my papers,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/08/2015 18:15,35 - 45,Canada,UAE,Yes,Asia,Male,Single,Masters,Other,1 - 5 years,Other,All papers,3,3,2,4,3,2,2,2,2,3,3,3,Slightly Important,Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Important,Very Important,Very Important,Important,Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Most of the time,Sometimes,Never,Most of the time,Sometimes
11/08/2015 18:18,35 - 45,Norway,Norway,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,All papers,4,2,2,4,3,3,2,2,1,1,1,1,Important,Not Important,Not Important,Important,Important,Important,Very Important,Important,Slightly Important,Slightly Important,Important,Slightly Important,Slightly Important,Important,In about one-third of my papers,In about one-third of my papers,In about one-third of my papers,Never,Never,Never,Never,Never,Most of the time,Never,Sometimes
11/08/2015 19:09,46 - 55,Brazil,Brazil,No,South America,Male,Other,Masters,University,More than 10 years,Professor,About two-third,3,2,2,4,2,4,1,3,1,3,1,4,Very Important,Slightly Important,Important,Very Important,Very Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,Very Important,Important,Slightly Important,Important,In about half of my papers,In very few of my papers,In very few of my papers,Sometimes,Never,Never,Never,Sometimes,Most of the time,Sometimes,Sometimes
11/08/2015 19:48,46 - 55,Norway,Norway,No,Europe,Male,Single,Masters,University,More than 10 years,Professor,Very few,3,1,2,3,1,1,1,1,1,1,1,1,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Important,Not Important,Important,Slightly Important,Important,Not Important,Not Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/08/2015 20:01,35 - 45,Italy,France,Yes,Europe,Male,Married,Masters,University,1 - 5 years,Assistant Professor,Almost all papers,3,3,4,4,3,2,3,4,2,1,1,3,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes
11/08/2015 20:13,35 - 45,Vietnam,Vietnam,No,Asia,Male,Married,Masters,University,More than 10 years,Senior Lecturer,About two-third,3,3,2,3,3,3,3,3,3,3,3,3,Important,Not Important,Slightly Important,Very Important,Very Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,In all my papers,In none of my papers,In none of my papers,Never,Sometimes,Never,Most of the time,Never,Never,Never,Never
